tagId,tagName,parentTagId,parentTagName
1306,ParaView,7,Computer Skills
1307,FORTRAN,7,Computer Skills
1308,Python,7,Computer Skills
1309,Computation Fluid Dynamics,1,Industry
1310,Arduino,7,Computer Skills
1311,Civil and Structural Engineer,2,Discipline
1312,"Civil Eng., Bachelor (BSc.)",4,Qualifications
1313,Diploma of Civil Construction Design at South Metropolitan TAFE,4,Qualifications
1314,Engineers Australia (Membership No.: 40682013),4,Qualifications
1315,Cadam,7,Computer Skills
1316,Caddsman 3D,7,Computer Skills
1317,MEDUSA,7,Computer Skills
1318,Catia3D,7,Computer Skills
1319,Mechanical Desktop 3D,7,Computer Skills
1320,Pro-Engineer Wildfire 3D,7,Computer Skills
1321,PDS 3D,7,Computer Skills
1322,Plantspace,7,Computer Skills
1323,Mines Rescue,1,Industry
1324,"Mechanical Engineering Certificates Pts I,II & III",4,Qualifications
1325,Full Technological Certificate in Production Engineering,4,Qualifications
1326,Value Analysis,4,Qualifications
1327,Optical Alignment,4,Qualifications
1328,MS Word & Excel,4,Qualifications
1329,Bahasa Indonesia,3,Language
1330,Mandarin,3,Language
1331,LISEC,7,Computer Skills
1332,CADCAM,7,Computer Skills
1333,QAD ERP,7,Computer Skills
1334,Appsheet (Cloud),7,Computer Skills
1335,SuperQ,7,Computer Skills
1336,Warrior Logging,7,Computer Skills
1337,Eclips Wireline Logging,7,Computer Skills
1338,Bachelor of Chemical Engineering and Commerce (Finance),4,Qualifications
1339,Radioactive safety and security ,4,Qualifications
1340,Explosive Blasting and Handling,4,Qualifications
1341,Engineers Australia,4,Qualifications
1342,MBA [Oil & Gas],4,Qualifications
1343,MSc. Structural Engineering,4,Qualifications
1344,BS. Of Civil Engineering,4,Qualifications
1345,MIEAust-CPEng ,4,Qualifications
1346,AEO,4,Qualifications
1347,BOSIET,4,Qualifications
1348,RIW card,4,Qualifications
1349,International Structural Codes and Standards,6,skills
1350,SAP2000,7,Computer Skills
1351,Organisation,6,skills
1352,QuickBooks,7,Computer Skills
1353,MYOB Premier,7,Computer Skills
1354,MYOB Payroll,7,Computer Skills
1355,Afrikaans,3,Language
1356,Bookkeeper Cert IV,4,Qualifications
1357,Cert 1V in Accounting,4,Qualifications
1358,PC Repairs & Maintenance,4,Qualifications
1359,Diploma in Public Relations,4,Qualifications
1360,Diploma in Modeling and Secretarial Practice,4,Qualifications
1361,CAD,7,Computer Skills
1362,Pro E,7,Computer Skills
1363,C Programming,7,Computer Skills
1364,Presentation,6,skills
1365,Subsea,1,Industry
1366,Bachelors in Mechanical Engineering,4,Qualifications
1367,Masters in Subsea Engineering,4,Qualifications
1368,R Parametric Programming,7,Computer Skills
1369,CNC Programming,6,skills
1370,Product Data Management (PDM),6,skills
1371,Product Life Cycle Management (PLM),6,skills
1372,WRENCH (PDM),7,Computer Skills
1373,Teamcenter (PLM),7,Computer Skills
1374,Database,6,skills
1375,EPLAN (Database),7,Computer Skills
1376,Adobe Illustrator,7,Computer Skills
1377,CorelDRAW,7,Computer Skills
1378,Vector Graphics Editor,6,skills
1379,Product Design and Development,1,Industry
1380,R-Parametric programming ,4,Qualifications
1381,Executive Development Program ,4,Qualifications
1382,"Design and Selection of Seals, Cylinder and Bearings",4,Qualifications
1383,4 Absolutes of Quality Management,4,Qualifications
1384,PONC (Price of Non Conformities) Reducing methods ,4,Qualifications
1385,Design Failure Mode and Effect Analysis,4,Qualifications
1386,Introduction to CE marking ,4,Qualifications
1387,GOST-R certification ,4,Qualifications
1388,"API 570, API 571, ASME B31.3 ",4,Qualifications
1389,U stamping of pressure vessels ,4,Qualifications
1390,Subsea Products and Field Layout ,4,Qualifications
1391,Intervention and Connection Tools ,4,Qualifications
1392,Fire fighting and First Aid,4,Qualifications
1393,Arabic,3,Language
1394,Multisim,7,Computer Skills
1395,B.S. Mechanical/Mechatronics Engineer,4,Qualifications
1396,Non Destructive Test (LEVEL-II) ,4,Qualifications
1397,Communication Skills,4,Qualifications
1398,30-Hour OSHA Construction,4,Qualifications
1399,First Aid,4,Qualifications
1400,Master of Engineering Energy Technology,4,Qualifications
1401,Bachelor of Engineering (Honours) Mechanical,4,Qualifications
1402,Pumping Systems,1,Industry
1403,Gravity Flow Systems,1,Industry
1404,Packaged Equipment,1,Industry
1405,Static Equipment,1,Industry
1406,Fluid Mechanics,6,skills
1407,GT Pro,7,Computer Skills
1408,Dutch,3,Language
1409,Public Speaking,6,skills
1410,Civil Labourer,1,Industry
1411,Pre-Scoping,6,skills
1412,Diploma of Civil and Structural Engineering,4,Qualifications
1413,Diploma of Engineering (Technical - Mechanical),4,Qualifications
1414,Procurement Management,6,skills
1415,Drawing Implementation,6,skills
1416,Conflict Management,6,skills
1417,Bachelors of Civil Engineering ,4,Qualifications
1418,"Australian Institute of Project Management, (A.I.P.M)",4,Qualifications
1419,Project Management Institute. (P.M.I).,4,Qualifications
1420,3D Studio Max,7,Computer Skills
1421,Adobe Photoshop,7,Computer Skills
1422,ArchiCAD,7,Computer Skills
1423,Google Sketchup,7,Computer Skills
1424,Bachelor of Architecture,4,Qualifications
1425,"Professional Member of Institute of Architects, Bangladesh",4,Qualifications
1426,Professional Member of Rajdhani Unnayan Kartripaksha,4,Qualifications
1427,Professional Member of Chittagong Development Authority,4,Qualifications
1428,Computer Aided Project Planning and Management,4,Qualifications
1429,Health & Environmental Safety (HES) Management in Construction,4,Qualifications
1430,Wolfram Mathematica,7,Computer Skills
1431,"Bachelors in Mechanical Engineering, Oil and Gas Major",4,Qualifications
1432,BSc (Hons) in Mechanical Engineering,4,Qualifications
1433,"Engineers Australia, CPEng, Chartered Professional Engineer",4,Qualifications
1434,Hazards Assessment,1,Industry
1435,Performance Improvement,6,skills
1436,Rotating Equipment,6,skills
1437,Mechanical Power Transmission System,6,skills
1438,Structural Component,6,skills
1439,Hydrodynamic Power Transmission System,1,Industry
1440,Hydrostatic Control Circuit,1,Industry
1441,Hydrostatic Transport System,1,Industry
1442,programming,6,skills
1443,Equipment Selection,6,skills
1444,Masters by Research (M.Sc.) In Civil and Structural Engineering,4,Qualifications
1445,Bachelor of Science (B.Sc.) in Civil Engineering (major: Geotech; Minor: Structure),4,Qualifications
1446,ETABS,7,Computer Skills
1447,Concrete Lab Test,6,skills
1448,SPSS,7,Computer Skills
1449,XRD (Petrographic Test),6,skills
1450,XRF  (Petrographic Test),6,skills
1451,SEM (Petrographic Test),6,skills
1452,EDS (Petrographic Test),6,skills
1453,Soil Lab Test,6,skills
1454,Non-destructive Electrical Resistivity tests,6,skills
1455,Invoicing,6,skills
1456,Liasing,6,skills
1457,Research Proposal,6,skills
1458,Intergraph SmartPlant,NULL,NULL
1459,Conveyor,6,skills
1460,Short Courses in Excel and Access,4,Qualifications
1461,MIG Welding Competency Test,4,Qualifications
1462,Certificate of PC Service and Repair,4,Qualifications
1463,Associate Diploma in Mechanical Engineering ,4,Qualifications
1464,SAFE,7,Computer Skills
1465,Robot Structures,7,Computer Skills
1466,Msc Structural Engineering,4,Qualifications
1467,Bachelor of Science [Civil Engineering],4,Qualifications
1468,Heavy Industry,1,Industry
1469,EPCM,8,workSegment
1470,Finite Element Analysis [FEA],6,skills
1471,CPEng,4,Qualifications
1472,PREQ,4,Qualifications
1473,Mineral Separation,1,Industry
1474,fluid flow 3,7,Computer Skills
1475,Welding Technology,6,skills
1476,5 Whys Method,6,skills
1477,Bachelor of Technology [Mechanical & Manufacturing Engineering],4,Qualifications
1478,QA/QC,2,Discipline
1479,Inspector Level II - 3.2 Eqiv. Welding and Fabrication - SAIW,4,Qualifications
1480,IIW International Welding Inspector 3.2+ Comprehensive Level,4,Qualifications
1481,Mines and Works Plant Inspector Certificate of Competency,4,Qualifications
1482,ASME - Inspectors Advanced Code Interpreter ,4,Qualifications
1483,ASME - Inspectors Advanced ASME IX ,4,Qualifications
1484,Quality Assurance - Quality Education Systems (QES) Level II,4,Qualifications
1485,"Auditing – SAI Global, Management Systems Auditing",4,Qualifications
1486,"NDT - SAQCC Evaluator Level II RT, UT, PT, MT",4,Qualifications
1487,Advanced Plastics Welding Technology - SKZ.,4,Qualifications
1488,Welding - City and Guilds of London Pt III,4,Qualifications
1489,submarine,2,Discipline
1490,Fuel and Lubricant storage facilities,2,Discipline
1491,SFDesign,6,skills
1492,PFD,6,skills
1493,RTIO Specifications,6,skills
1494,Enovia,7,Computer Skills
1495,Design Drafting,2,Discipline
1496,Diploma in Mechanical Engineering & CAD,4,Qualifications
1497,Proposal Engineering,8,workSegment
1498,Side-winder,7,Computer Skills
1499,Belt-stat,7,Computer Skills
1500,Helix,7,Computer Skills
1501,Belt-comp,7,Computer Skills
1502,Lotus-notes,7,Computer Skills
1503,Adobe Acrobat,7,Computer Skills
1504,CPEng [Civil & Structural],4,Qualifications
1505,FIEAust,4,Qualifications
1506,PhD [Structures],4,Qualifications
1507,MBA [Marketing],4,Qualifications
1508,MS [Structures],4,Qualifications
1509,Engineering Executive,4,Qualifications
1510,National Professional Engineer Queensland [Civil & Structural][RPEQ],4,Qualifications
1511,Australian APEC Engineer Register,4,Qualifications
1512,International Professional Engineer,4,Qualifications
1513,Member of the Institution of Engineers Malaysia (MIEM),4,Qualifications
1514,Fellow of the Institution of Engineers (India) (FIE(I)),4,Qualifications
1515,Chartered Engineer [CEng],4,Qualifications
1516,Civil Infrastructure,1,Industry
1517,Detailed Design Engineering,8,workSegment
1518,Site supervision,6,skills
1519,Material Specification,6,skills
1520,Valve Specification,6,skills
1521,Production Management,6,skills
1522,Processing plant design,6,skills
1523,process cost reduction,6,skills
1524,plant distribution layout,6,skills
1525,piping work design,6,skills
1526,Certificate in Oil & Gas Transmission,4,Qualifications
1527,Post-Graduate Diplina in Oil & gas engineering,4,Qualifications
1528,Bachelor of Industrial Engineering,4,Qualifications
1529,Institution of Engineers of Australia,4,Qualifications
1530,Resources,1,Industry
1531,Professional Engineer - Engineers Australia,4,Qualifications
1532,Masters in Business Leadership [MBA],4,Qualifications
1533,Functional Safety Engineer (TUV Rhineland Certified),4,Qualifications
1534,MACE CP3 Technologist,4,Qualifications
1535,Project Independent Verification and Validation,6,skills
1536,risk based Asset Optimization solutions,6,skills
1537,Risk based inspection,6,skills
1538,Root Cause Failure Analysis,6,skills
1539,Incident Investigation,6,skills
1540,Process Hazard Identification,6,skills
1541,Functional Safety Reviews & Audits,6,skills
1542,Pipeline Integrity Management Plan development & reviews,6,skills
1543,Corrosion Management,6,skills
1544,Development of safe maintenance standards,6,skills
1545,cost control,6,skills
1546,networking,6,skills
1547,Review of Emergency response plans,6,skills
1548,Defensive Driving,4,Qualifications
1549,ISO Quality Management Systems,4,Qualifications
1550,Construction Industry-White card,4,Qualifications
1551,Maritime Security Identification Card,4,Qualifications
1552,BOSIET Offshore survival certification,4,Qualifications
1553,Drilling Essentials for Non-Drilling Professionals,4,Qualifications
1554,Operating Subsea Oil & Gas Production systems,4,Qualifications
1555,Achieving Reliable Subsea Systems,4,Qualifications
1556,Relationship Based Sales,4,Qualifications
1557,TUV Functional Safety Engineer,4,Qualifications
1558,HAZOP Leaders/ Facilitator,4,Qualifications
1559,risk assessments,6,skills
1560,Maintenance Engineering,2,Discipline
1561,Bachelor of Arts [Economics and Philosophy],4,Qualifications
1562,hydraulic analysis,6,skills
1563,fault diagnosis,6,skills
1564,Masters [Mechanical Engineering],4,Qualifications
1565,BEnggTech [Mechanical Engineering],4,Qualifications
1566,BSc,4,Qualifications
1567,Diploma of Engineering [Mechanical],4,Qualifications
1568,Engineers Australia [Member],4,Qualifications
1569,Creo,7,Computer Skills
1570,document management,6,skills
1571,Pipe Arrangement,6,skills
1572,Fire Water Systems,2,Discipline
1573,Fire Safety,1,Industry
1574,Material Handling,2,Discipline
1575,Material Processing,NULL,NULL
1576,Industrial Structures,NULL,NULL
1577,Bulk Material Handling,2,Discipline
